PMSId,"Serivce ID","Material ID","Colour Name"
pms8060,MetallicInkMix,MetallicInk,
pms8061,MetallicInkMix,MetallicInk,
pms8062,MetallicInkMix,MetallicInk,
pms8063,MetallicInkMix,MetallicInk,
pms8080,MetallicInkMix,MetallicInk,
pms8081,MetallicInkMix,MetallicInk,
pms8082,MetallicInkMix,MetallicInk,
pms8083,MetallicInkMix,MetallicInk,
pms8100,MetallicInkMix,MetallicInk,
pms8101,MetallicInkMix,MetallicInk,
pms8102,MetallicInkMix,MetallicInk,
pms8103,MetallicInkMix,MetallicInk,
pms8120,MetallicInkMix,MetallicInk,
pms8121,MetallicInkMix,MetallicInk,
pms8122,MetallicInkMix,MetallicInk,
pms8123,MetallicInkMix,MetallicInk,
pms8140,MetallicInkMix,MetallicInk,
pms8141,MetallicInkMix,MetallicInk,
pms8142,MetallicInkMix,MetallicInk,
pms8143,MetallicInkMix,MetallicInk,
pms8160,MetallicInkMix,MetallicInk,
pms8161,MetallicInkMix,MetallicInk,
pms8162,MetallicInkMix,MetallicInk,
pms8163,MetallicInkMix,MetallicInk,
pms8180,MetallicInkMix,MetallicInk,
pms8181,MetallicInkMix,MetallicInk,
pms8182,MetallicInkMix,MetallicInk,
pms8183,MetallicInkMix,MetallicInk,
pms8200,MetallicInkMix,MetallicInk,
pms8201,MetallicInkMix,MetallicInk,
pms8202,MetallicInkMix,MetallicInk,
pms8203,MetallicInkMix,MetallicInk,
pms8221,MetallicInkMix,MetallicInk,
pms8222,MetallicInkMix,MetallicInk,
pms8223,MetallicInkMix,MetallicInk,
pms8240,MetallicInkMix,MetallicInk,
pms8241,MetallicInkMix,MetallicInk,
pms8242,MetallicInkMix,MetallicInk,
pms8243,MetallicInkMix,MetallicInk,
pms8260,MetallicInkMix,MetallicInk,
pms8261,MetallicInkMix,MetallicInk,
pms8262,MetallicInkMix,MetallicInk,
pms8263,MetallicInkMix,MetallicInk,
pms8280,MetallicInkMix,MetallicInk,
pms8281,MetallicInkMix,MetallicInk,
pms8282,MetallicInkMix,MetallicInk,
pms8283,MetallicInkMix,MetallicInk,
pms8300,MetallicInkMix,MetallicInk,
pms8301,MetallicInkMix,MetallicInk,
pms8302,MetallicInkMix,MetallicInk,
pms8303,MetallicInkMix,MetallicInk,
pms8320,MetallicInkMix,MetallicInk,
pms8321,MetallicInkMix,MetallicInk,
pms8322,MetallicInkMix,MetallicInk,
pms8323,MetallicInkMix,MetallicInk,
pms8340,MetallicInkMix,MetallicInk,
pms8341,MetallicInkMix,MetallicInk,
pms8342,MetallicInkMix,MetallicInk,
pms8343,MetallicInkMix,MetallicInk,
pms8360,MetallicInkMix,MetallicInk,
pms8361,MetallicInkMix,MetallicInk,
pms8362,MetallicInkMix,MetallicInk,
pms8363,MetallicInkMix,MetallicInk,
pms8380,MetallicInkMix,MetallicInk,
pms8381,MetallicInkMix,MetallicInk,
pms8382,MetallicInkMix,MetallicInk,
pms8383,MetallicInkMix,MetallicInk,
pms8400,MetallicInkMix,MetallicInk,
pms8401,MetallicInkMix,MetallicInk,
pms8042,MetallicInkMix,MetallicInk,
pms8403,MetallicInkMix,MetallicInk,
pms8420,MetallicInkMix,MetallicInk,
pms8421,MetallicInkMix,MetallicInk,
pms8422,MetallicInkMix,MetallicInk,
pms8423,MetallicInkMix,MetallicInk,
pms8460,MetallicInkMix,MetallicInk,
pms8461,MetallicInkMix,MetallicInk,
pms8462,MetallicInkMix,MetallicInk,
pms8463,MetallicInkMix,MetallicInk,
pms8480,MetallicInkMix,MetallicInk,
pms8481,MetallicInkMix,MetallicInk,
pms8482,MetallicInkMix,MetallicInk,
pms8483,MetallicInkMix,MetallicInk,
pms8500,MetallicInkMix,MetallicInk,
pms8501,MetallicInkMix,MetallicInk,
pms8502,MetallicInkMix,MetallicInk,
pms8503,MetallicInkMix,MetallicInk,
pms8520,MetallicInkMix,MetallicInk,
pms8521,MetallicInkMix,MetallicInk,
pms8522,MetallicInkMix,MetallicInk,
pms8523,MetallicInkMix,MetallicInk,
pms8540,MetallicInkMix,MetallicInk,
pms8541,MetallicInkMix,MetallicInk,
pms8542,MetallicInkMix,MetallicInk,
pms8543,MetallicInkMix,MetallicInk,
pms8560,MetallicInkMix,MetallicInk,
pms8561,MetallicInkMix,MetallicInk,
pms8562,MetallicInkMix,MetallicInk,
pms8563,MetallicInkMix,MetallicInk,
pms8580,MetallicInkMix,MetallicInk,
pms8581,MetallicInkMix,MetallicInk,
pms8582,MetallicInkMix,MetallicInk,
pms8583,MetallicInkMix,MetallicInk,
pms8600,MetallicInkMix,MetallicInk,
pms8601,MetallicInkMix,MetallicInk,
pms8602,MetallicInkMix,MetallicInk,
pms8603,MetallicInkMix,MetallicInk,
pms8620,MetallicInkMix,MetallicInk,
pms8621,MetallicInkMix,MetallicInk,
pms8622,MetallicInkMix,MetallicInk,
pms8623,MetallicInkMix,MetallicInk,
pms8640,MetallicInkMix,MetallicInk,
pms8641,MetallicInkMix,MetallicInk,
pms8642,MetallicInkMix,MetallicInk,
pms8643,MetallicInkMix,MetallicInk,
pms8660,MetallicInkMix,MetallicInk,
pms8661,MetallicInkMix,MetallicInk,
pms8662,MetallicInkMix,MetallicInk,
pms8663,MetallicInkMix,MetallicInk,
pms8680,MetallicInkMix,MetallicInk,
pms8681,MetallicInkMix,MetallicInk,
pms8682,MetallicInkMix,MetallicInk,
pms8683,MetallicInkMix,MetallicInk,
pms8700,MetallicInkMix,MetallicInk,
pms8701,MetallicInkMix,MetallicInk,
pms8702,MetallicInkMix,MetallicInk,
pms8703,MetallicInkMix,MetallicInk,
pms8720,MetallicInkMix,MetallicInk,
pms8721,MetallicInkMix,MetallicInk,
pms8722,MetallicInkMix,MetallicInk,
pms8723,MetallicInkMix,MetallicInk,
pms8740,MetallicInkMix,MetallicInk,
pms8741,MetallicInkMix,MetallicInk,
pms8742,MetallicInkMix,MetallicInk,
pms8743,MetallicInkMix,MetallicInk,
pms8760,MetallicInkMix,MetallicInk,
pms8761,MetallicInkMix,MetallicInk,
pms8762,MetallicInkMix,MetallicInk,
pms8763,MetallicInkMix,MetallicInk,
pms8780,MetallicInkMix,MetallicInk,
pms8781,MetallicInkMix,MetallicInk,
pms8782,MetallicInkMix,MetallicInk,
pms8783,MetallicInkMix,MetallicInk,
pms8800,MetallicInkMix,MetallicInk,
pms8801,MetallicInkMix,MetallicInk,
pms8802,MetallicInkMix,MetallicInk,
pms8803,MetallicInkMix,MetallicInk,
pms8820,MetallicInkMix,MetallicInk,
pms8821,MetallicInkMix,MetallicInk,
pms8822,MetallicInkMix,MetallicInk,
pms8823,MetallicInkMix,MetallicInk,
pms8840,MetallicInkMix,MetallicInk,
pms8841,MetallicInkMix,MetallicInk,
pms8842,MetallicInkMix,MetallicInk,
pms8843,MetallicInkMix,MetallicInk,
pms8860,MetallicInkMix,MetallicInk,
pms8861,MetallicInkMix,MetallicInk,
pms8862,MetallicInkMix,MetallicInk,
pms8863,MetallicInkMix,MetallicInk,
pms8880,MetallicInkMix,MetallicInk,
pms8881,MetallicInkMix,MetallicInk,
pms8882,MetallicInkMix,MetallicInk,
pms8883,MetallicInkMix,MetallicInk,
pms8900,MetallicInkMix,MetallicInk,
pms8901,MetallicInkMix,MetallicInk,
pms8902,MetallicInkMix,MetallicInk,
pms8903,MetallicInkMix,MetallicInk,
pms8920,MetallicInkMix,MetallicInk,
pms8921,MetallicInkMix,MetallicInk,
pms8922,MetallicInkMix,MetallicInk,
pms8923,MetallicInkMix,MetallicInk,
pms8940,MetallicInkMix,MetallicInk,
pms8941,MetallicInkMix,MetallicInk,
pms8942,MetallicInkMix,MetallicInk,
pms8943,MetallicInkMix,MetallicInk,
pms8960,MetallicInkMix,MetallicInk,
pms8961,MetallicInkMix,MetallicInk,
pms8962,MetallicInkMix,MetallicInk,
pms8963,MetallicInkMix,MetallicInk,
"pms 871",MetallicInkMix,MetallicInk,
"pms 872",MetallicInkMix,MetallicInk,
"pms 873",MetallicInkMix,MetallicInk,
"pms 874",MetallicInkMix,MetallicInk,
"pms 875",MetallicInkMix,MetallicInk,
"pms 876",MetallicInkMix,MetallicInk,
"pms 877",MetallicInkMix,MetallicInk,
"pms 8001",MetallicInkMix,MetallicInk,
"pms 8002",MetallicInkMix,MetallicInk,
"pms 8003",MetallicInkMix,MetallicInk,
"pms 8004",MetallicInkMix,MetallicInk,
"pms 8005",MetallicInkMix,MetallicInk,
"pms 8020",MetallicInkMix,MetallicInk,
"pms 8021",MetallicInkMix,MetallicInk,
"pms 8022",MetallicInkMix,MetallicInk,
"pms 8023",MetallicInkMix,MetallicInk,
"pms 8040",MetallicInkMix,MetallicInk,
"pms 8041",MetallicInkMix,MetallicInk,
"pms 8042",MetallicInkMix,MetallicInk,
"pms 8043",MetallicInkMix,MetallicInk,
"pms 8060",MetallicInkMix,MetallicInk,
"pms 8061",MetallicInkMix,MetallicInk,
"pms 8062",MetallicInkMix,MetallicInk,
"pms 8063",MetallicInkMix,MetallicInk,
"pms 8080",MetallicInkMix,MetallicInk,
"pms 8081",MetallicInkMix,MetallicInk,
"pms 8082",MetallicInkMix,MetallicInk,
"pms 8083",MetallicInkMix,MetallicInk,
"pms 8100",MetallicInkMix,MetallicInk,
"pms 8101",MetallicInkMix,MetallicInk,
"pms 8102",MetallicInkMix,MetallicInk,
"pms 8103",MetallicInkMix,MetallicInk,
"pms 8120",MetallicInkMix,MetallicInk,
"pms 8121",MetallicInkMix,MetallicInk,
"pms 8122",MetallicInkMix,MetallicInk,
"pms 8123",MetallicInkMix,MetallicInk,
"pms 8140",MetallicInkMix,MetallicInk,
"pms 8141",MetallicInkMix,MetallicInk,
"pms 8142",MetallicInkMix,MetallicInk,
"pms 8143",MetallicInkMix,MetallicInk,
"pms 8160",MetallicInkMix,MetallicInk,
"pms 8161",MetallicInkMix,MetallicInk,
"pms 8162",MetallicInkMix,MetallicInk,
"pms 8163",MetallicInkMix,MetallicInk,
"pms 8180",MetallicInkMix,MetallicInk,
"pms 8181",MetallicInkMix,MetallicInk,
"pms 8182",MetallicInkMix,MetallicInk,
"pms 8183",MetallicInkMix,MetallicInk,
"pms 8200",MetallicInkMix,MetallicInk,
"pms 8201",MetallicInkMix,MetallicInk,
"pms 8202",MetallicInkMix,MetallicInk,
"pms 8203",MetallicInkMix,MetallicInk,
"pms 8221",MetallicInkMix,MetallicInk,
"pms 8222",MetallicInkMix,MetallicInk,
"pms 8223",MetallicInkMix,MetallicInk,
"pms 8240",MetallicInkMix,MetallicInk,
"pms 8241",MetallicInkMix,MetallicInk,
"pms 8242",MetallicInkMix,MetallicInk,
"pms 8243",MetallicInkMix,MetallicInk,
"pms 8260",MetallicInkMix,MetallicInk,
"pms 8261",MetallicInkMix,MetallicInk,
"pms 8262",MetallicInkMix,MetallicInk,
"pms 8263",MetallicInkMix,MetallicInk,
"pms 8280",MetallicInkMix,MetallicInk,
"pms 8281",MetallicInkMix,MetallicInk,
"pms 8282",MetallicInkMix,MetallicInk,
"pms 8283",MetallicInkMix,MetallicInk,
"pms 8300",MetallicInkMix,MetallicInk,
"pms 8301",MetallicInkMix,MetallicInk,
"pms 8302",MetallicInkMix,MetallicInk,
"pms 8303",MetallicInkMix,MetallicInk,
"pms 8320",MetallicInkMix,MetallicInk,
"pms 8321",MetallicInkMix,MetallicInk,
"pms 8322",MetallicInkMix,MetallicInk,
"pms 8323",MetallicInkMix,MetallicInk,
"pms 8340",MetallicInkMix,MetallicInk,
"pms 8341",MetallicInkMix,MetallicInk,
"pms 8342",MetallicInkMix,MetallicInk,
"pms 8343",MetallicInkMix,MetallicInk,
"pms 8360",MetallicInkMix,MetallicInk,
"pms 8361",MetallicInkMix,MetallicInk,
"pms 8362",MetallicInkMix,MetallicInk,
"pms 8363",MetallicInkMix,MetallicInk,
"pms 8380",MetallicInkMix,MetallicInk,
"pms 8381",MetallicInkMix,MetallicInk,
"pms 8382",MetallicInkMix,MetallicInk,
"pms 8383",MetallicInkMix,MetallicInk,
"pms 8400",MetallicInkMix,MetallicInk,
"pms 8401",MetallicInkMix,MetallicInk,
"pms 8042",MetallicInkMix,MetallicInk,
"pms 8403",MetallicInkMix,MetallicInk,
"pms 8420",MetallicInkMix,MetallicInk,
"pms 8421",MetallicInkMix,MetallicInk,
"pms 8422",MetallicInkMix,MetallicInk,
"pms 8423",MetallicInkMix,MetallicInk,
"pms 8460",MetallicInkMix,MetallicInk,
"pms 8461",MetallicInkMix,MetallicInk,
"pms 8462",MetallicInkMix,MetallicInk,
"pms 8463",MetallicInkMix,MetallicInk,
"pms 8480",MetallicInkMix,MetallicInk,
"pms 8481",MetallicInkMix,MetallicInk,
"pms 8482",MetallicInkMix,MetallicInk,
"pms 8483",MetallicInkMix,MetallicInk,
"pms 8500",MetallicInkMix,MetallicInk,
"pms 8501",MetallicInkMix,MetallicInk,
"pms 8502",MetallicInkMix,MetallicInk,
"pms 8503",MetallicInkMix,MetallicInk,
"pms 8520",MetallicInkMix,MetallicInk,
"pms 8521",MetallicInkMix,MetallicInk,
"pms 8522",MetallicInkMix,MetallicInk,
"pms 8523",MetallicInkMix,MetallicInk,
"pms 8540",MetallicInkMix,MetallicInk,
"pms 8541",MetallicInkMix,MetallicInk,
"pms 8542",MetallicInkMix,MetallicInk,
"pms 8543",MetallicInkMix,MetallicInk,
"pms 8560",MetallicInkMix,MetallicInk,
"pms 8561",MetallicInkMix,MetallicInk,
"pms 8562",MetallicInkMix,MetallicInk,
"pms 8563",MetallicInkMix,MetallicInk,
"pms 8580",MetallicInkMix,MetallicInk,
"pms 8581",MetallicInkMix,MetallicInk,
"pms 8582",MetallicInkMix,MetallicInk,
"pms 8583",MetallicInkMix,MetallicInk,
"pms 8600",MetallicInkMix,MetallicInk,
"pms 8601",MetallicInkMix,MetallicInk,
"pms 8602",MetallicInkMix,MetallicInk,
"pms 8603",MetallicInkMix,MetallicInk,
"pms 8620",MetallicInkMix,MetallicInk,
"pms 8621",MetallicInkMix,MetallicInk,
"pms 8622",MetallicInkMix,MetallicInk,
"pms 8623",MetallicInkMix,MetallicInk,
"pms 8640",MetallicInkMix,MetallicInk,
"pms 8641",MetallicInkMix,MetallicInk,
"pms 8642",MetallicInkMix,MetallicInk,
"pms 8643",MetallicInkMix,MetallicInk,
"pms 8660",MetallicInkMix,MetallicInk,
"pms 8661",MetallicInkMix,MetallicInk,
"pms 8662",MetallicInkMix,MetallicInk,
"pms 8663",MetallicInkMix,MetallicInk,
"pms 8680",MetallicInkMix,MetallicInk,
"pms 8681",MetallicInkMix,MetallicInk,
"pms 8682",MetallicInkMix,MetallicInk,
"pms 8683",MetallicInkMix,MetallicInk,
"pms 8700",MetallicInkMix,MetallicInk,
"pms 8701",MetallicInkMix,MetallicInk,
"pms 8702",MetallicInkMix,MetallicInk,
"pms 8703",MetallicInkMix,MetallicInk,
"pms 8720",MetallicInkMix,MetallicInk,
"pms 8721",MetallicInkMix,MetallicInk,
"pms 8722",MetallicInkMix,MetallicInk,
"pms 8723",MetallicInkMix,MetallicInk,
"pms 8740",MetallicInkMix,MetallicInk,
"pms 8741",MetallicInkMix,MetallicInk,
"pms 8742",MetallicInkMix,MetallicInk,
"pms 8743",MetallicInkMix,MetallicInk,
"pms 8760",MetallicInkMix,MetallicInk,
"pms 8761",MetallicInkMix,MetallicInk,
"pms 8762",MetallicInkMix,MetallicInk,
"pms 8763",MetallicInkMix,MetallicInk,
"pms 8780",MetallicInkMix,MetallicInk,
"pms 8781",MetallicInkMix,MetallicInk,
"pms 8782",MetallicInkMix,MetallicInk,
"pms 8783",MetallicInkMix,MetallicInk,
"pms 8800",MetallicInkMix,MetallicInk,
"pms 8801",MetallicInkMix,MetallicInk,
"pms 8802",MetallicInkMix,MetallicInk,
"pms 8803",MetallicInkMix,MetallicInk,
"pms 8820",MetallicInkMix,MetallicInk,
"pms 8821",MetallicInkMix,MetallicInk,
"pms 8822",MetallicInkMix,MetallicInk,
"pms 8823",MetallicInkMix,MetallicInk,
"pms 8840",MetallicInkMix,MetallicInk,
"pms 8841",MetallicInkMix,MetallicInk,
"pms 8842",MetallicInkMix,MetallicInk,
"pms 8843",MetallicInkMix,MetallicInk,
"pms 8860",MetallicInkMix,MetallicInk,
"pms 8861",MetallicInkMix,MetallicInk,
"pms 8862",MetallicInkMix,MetallicInk,
"pms 8863",MetallicInkMix,MetallicInk,
"pms 8880",MetallicInkMix,MetallicInk,
"pms 8881",MetallicInkMix,MetallicInk,
"pms 8882",MetallicInkMix,MetallicInk,
"pms 8883",MetallicInkMix,MetallicInk,
"pms 8900",MetallicInkMix,MetallicInk,
"pms 8901",MetallicInkMix,MetallicInk,
"pms 8902",MetallicInkMix,MetallicInk,
"pms 8903",MetallicInkMix,MetallicInk,
"pms 8920",MetallicInkMix,MetallicInk,
"pms 8921",MetallicInkMix,MetallicInk,
"pms 8922",MetallicInkMix,MetallicInk,
"pms 8923",MetallicInkMix,MetallicInk,
"pms 8940",MetallicInkMix,MetallicInk,
"pms 8941",MetallicInkMix,MetallicInk,
"pms 8942",MetallicInkMix,MetallicInk,
"pms 8943",MetallicInkMix,MetallicInk,
"pms 8960",MetallicInkMix,MetallicInk,
"pms 8961",MetallicInkMix,MetallicInk,
"pms 8962",MetallicInkMix,MetallicInk,
"pms 8963",MetallicInkMix,MetallicInk,
2X808,2XPMS,PMSInk,
2X809,2XPMS,PMSInk,
2X810,2XPMS,PMSInk,
2X811,2XPMS,PMSInk,
2X812,2XPMS,PMSInk,
2X813,2XPMS,PMSInk,
2X814,2XPMS,PMSInk,
PMS2X808,2XPMS,PMSInk,
PMS2X809,2XPMS,PMSInk,
PMS2X810,2XPMS,PMSInk,
PMS2X811,2XPMS,PMSInk,
PMS2X812,2XPMS,PMSInk,
PMS2X813,2XPMS,PMSInk,
PMS2X814,2XPMS,PMSInk,
"PMS 2X808",2XPMS,PMSInk,
"PMS 2X809",2XPMS,PMSInk,
"PMS 2X810",2XPMS,PMSInk,
"PMS 2X811",2XPMS,PMSInk,
"PMS 2X812",2XPMS,PMSInk,
"PMS 2X813",2XPMS,PMSInk,
"PMS 2X814",2XPMS,PMSInk,
pms2X808,2XPMS,PMSInk,
pms2X809,2XPMS,PMSInk,
pms2X810,2XPMS,PMSInk,
pms2X811,2XPMS,PMSInk,
pms2X812,2XPMS,PMSInk,
pms2X813,2XPMS,PMSInk,
pms2X814,2XPMS,PMSInk,
"pms 2X808",2XPMS,PMSInk,
"pms 2X809",2XPMS,PMSInk,
"pms 2X810",2XPMS,PMSInk,
"pms 2X811",2XPMS,PMSInk,
"pms 2X812",2XPMS,PMSInk,
"pms 2X813",2XPMS,PMSInk,
"pms 2X814",2XPMS,PMSInk,
